m,m0,m1,null_ratio,L,mode,correction,power
8,2,6,0.25,8,E,fdr,0.805
8,4,4,0.5,8,E,bonferroni,0.775
8,4,4,0.5,8,E,hochberg,0.7875
8,4,4,0.5,8,E,fdr,0.835
8,6,2,0.75,8,E,bonferroni,0.58
8,6,2,0.75,8,E,hochberg,0.58
8,6,2,0.75,8,E,fdr,0.61
8,0,8,0.0,8,I,bonferroni,0.87875
8,0,8,0.0,8,I,hochberg,0.93
8,0,8,0.0,8,I,fdr,0.93125
8,2,6,0.25,8,I,bonferroni,0.8566666666666667
8,2,6,0.25,8,I,hochberg,0.8916666666666667
8,2,6,0.25,8,I,fdr,0.905
8,4,4,0.5,8,I,bonferroni,0.9825
8,4,4,0.5,8,I,hochberg,0.985
8,4,4,0.5,8,I,fdr,0.99
8,6,2,0.75,8,I,bonferroni,1.0
8,6,2,0.75,8,I,hochberg,1.0
8,6,2,0.75,8,I,fdr,1.0
